443,1,351015986228,338565258624272
388,2,61114119304,76084929011460
80,3,52989935600,57010223639204
5201,4,7479716668,24639612252016
22,5,15355178552,15886214044972
4500,6,10607948220,7232881967016
8000,7,5661840200,6413339404428
1094,8,3909736960,4489693357200
3480,9,5387611728,3401814279788
123,10,41943274840,3188530788260
4433,11,2270824048,1646398318488
9000,12,2516725652,1202452644448
5001,13,699492684,962275371788
25,14,1101364716,883295920368
112,15,758689808,871281854712
1935,16,1034982536,771262714636
8080,17,704289048,676596413420
1197,18,761154664,624132628624
5500,19,482825136,603937871744
5008,20,754083180,595993004168
10500,21,602334060,509257456112
3478,22,768824788,467044134348
3481,23,641680096,457643588480
4172,24,1043974256,436578182240
20,25,331645528,412760052396
2051,26,383227540,388844284352
1194,27,624595424,366822254008
3978,28,436630220,354168528484
993,29,613405916,351949505148
2101,30,2297834596,346566971992
873,31,231255792,317211307180
8009,32,1137333636,311146005164
9618,33,252053972,283089536432
53,34,1384432592,281033481700
5004,35,512970760,280987322168
36422,36,213488568,271638826048
36424,37,209036572,264472333672
5420,38,203201312,235609294144
8443,39,570224136,235432646408
2304,40,148126816,210606523168
3479,41,831807536,189633000900
554,42,267855012,186647493168
653,43,166281524,176683361876
1330,44,120117784,153295517620
10800,45,169073428,141622898732
4502,46,122098096,117077563820
41796,47,77717128,101385130268
1025,48,97336780,92281424708
1853,49,208807512,85740144308
11000,50,100240316,81189099840
6363,51,107359904,77192552076
3482,52,107935496,77077785544
1514,53,297234140,75041237020
10000,54,97258516,70592040496
3489,55,95870944,68645855284
4329,56,62083768,65171793732
3491,57,84465732,63901579800
5103,58,44747540,61027381208
5101,59,48059248,60544476676
3487,60,82837296,59531335820
3485,61,81821264,59338420588
2500,62,44365252,58431558244
3074,63,230095080,58061472672
751,64,54540956,57347260508
7563,65,41386200,57203810932
3488,66,79313312,56491002900
5247,67,76207448,56340290668
45678,68,24913044,55760784220
2496,69,50625372,54279011800
2105,70,456433824,53999697924
3494,71,76586892,53143919452
3490,72,77358972,51986294536
44900,73,42438452,49397840532
3492,74,69274492,48847644104
5102,75,36956904,48766882840
10100,76,61823736,47725234752
3493,77,65012680,47463338088
3486,78,64641464,47083917068
1333,79,47848272,46386876668
44818,80,42496228,44726776128
3484,81,66727080,44460876968
3483,82,61252336,44239813268
5061,83,55313240,44061305628
8086,84,44361604,42363289328
1195,85,85724920,41352124252
3495,86,60423884,41279329420
44544,87,33254940,40699245488
8082,88,59932524,40009050488
1743,89,28103792,39938591956
1026,90,133019328,38913210648
6656,91,33813636,38855583316
49001,92,7684720,38179031168
38002,93,31691684,35854696656
3389,94,216272640,34687700128
5060,95,80728556,34071217912
33334,96,30299500,33877981272
11105,97,31596848,33771972800
344,98,85694856,33600583328
34964,99,27688092,33237222724
